"";"alb_ID";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_ID";"atr_scf";"atr_start";"atr_end";"gam_ID";"gam_chr";"gam_start";"gam_end"
"644";"AALB009816";"3R";3252478;3254818;-1;"AATE008246";"KI421887";2949719;2952091;"AGAP028723";"3L";24929361;24932056
"645";"AALB010366";"3R";12640740;12644442;-1;"AATE009106";"KI421887";9330786;9335132;"AGAP011758";"3L";32957587;32960877
"646";"AALB009986";"3R";5953393;5955211;1;"AATE012361";"KI421901";3991338;3993550;"AGAP012265";"3L";39542334;39543339
"647";"AALB007529";"3R";32195118;32197256;-1;"AATE008585";"KI421963";130314;132725;"AGAP004682";"2L";433503;461627
"648";"AALB004047";"3R";21295495;21296184;-1;"AATE001165";"KI421893";4863908;4865050;"AGAP012132";"3L";37969908;37970507
"649";"AALB010102";"3R";7772153;7775696;-1;"AATE012515";"KI421893";7089474;7099051;"AGAP011569";"3L";27935702;27946545
"650";"AALB004031";"3R";21475665;21476658;1;"AATE016537";"KI421893";5066335;5067249;"AGAP011117";"3L";17278947;17279930
"651";"AALB015511";"3R";25108218;25111740;-1;"AATE005689";"KI421903";2316182;2320097;"AGAP010693";"3L";8624368;8630465
"652";"AALB007524";"3R";32217872;32236444;-1;"AATE016229";"KI421894";5219104;5231985;"AGAP004805";"2L";3758094;3778548
"653";"AALB010426";"3R";13519261;13519996;-1;"AATE012054";"KI421899";3604189;3605262;"AGAP012361";"3L";41100764;41101828
"654";"AALB010477";"3R";14256172;14256591;-1;"AATE002844";"KI421893";5335046;5335486;"AGAP011111";"3L";17034389;17057435
"655";"AALB003867";"3R";2531021;2535317;1;"AATE020250";"KI421887";4334628;4350440;"AGAP011584";"3L";28405479;28419538
"656";"AALB010327";"3R";12009154;12010517;-1;"AATE016649";"KI421887";6592832;6594657;"AGAP011690";"3L";31408388;31410136
"657";"AALB010862";"3R";20750157;20754989;1;"AATE004389";"KI421893";7182255;7190745;"AGAP011575";"3L";28013706;28023705
"658";"AALB015542";"3R";393834;394785;-1;"AATE006047";"KI421887";7948901;7949887;"AGAP011919";"3L";35131337;35132253
"659";"AALB010223";"3R";10456420;10469471;-1;"AATE012328";"KI421893";3308029;3317625;"AGAP010551";"3L";6254864;6263402
"660";"AALB009940";"3R";5230548;5236641;1;"AATE019572";"KI421893";2529075;2532425;"AGAP011972";"3L";35702128;35705181
"661";"AALB010136";"3R";8773013;8777830;1;"AATE007104";"KI421887";10171384;10176281;"AGAP012058";"3L";37180101;37181462
"662";"AALB007402";"3R";27281134;27288822;-1;"AATE016588";"KI421902";194669;208205;"AGAP011308";"3L";20823814;20833242
"663";"AALB010363";"3R";12623101;12634578;-1;"AATE012014";"KI421893";6099504;6113156;"AGAP011705";"3L";31692998;31715050
"664";"AALB003719";"3R";95282;97439;1;"AATE002254";"KI421887";9735012;9737723;"AGAP012391";"3L";41699297;41701581
"665";"AALB007045";"3R";25904975;25910767;1;"AATE011776";"KI421893";721960;727546;"AGAP011169";"3L";18208899;18212003
"666";"AALB015493";"3R";509635;520815;1;"AATE014420";"KI421887";7770838;7784336;"AGAP011936";"3L";35354466;35367736
"667";"AALB010414";"3R";13330891;13333202;1;"AATE018923";"KI421901";3921596;3924688;"AGAP010610";"3L";7152964;7155218
"668";"AALB010534";"3R";15201672;15203496;-1;"AATE020550";"KI421887";1382069;1384181;"AGAP011274";"3L";20467976;20469411
"669";"AALB009968";"3R";5717033;5719890;1;"AATE020020";"KI421899";2988055;2991526;"AGAP012336";"3L";40744216;40746580
"670";"AALB010656";"3R";17300220;17301005;1;"AATE017779";"KI421893";2716229;2717285;"AGAP011987";"3L";35896365;35899236
"671";"AALB003740";"3R";239677;241147;-1;"AATE021043";"KI421887";8132894;8135223;"AGAP011909";"3L";34835475;34839141
"672";"AALB006985";"3R";24615028;24639439;1;"AATE005785";"KI421910";486323;488689;"AGAP010954";"3L";13670899;13671779
"673";"AALB010322";"3R";11971679;11973463;-1;"AATE016645";"KI421887";6546487;6548076;"AGAP028529";"3L";31360378;31363269
"674";"AALB010029";"3R";6387513;6389936;-1;"AATE007282";"KI421923";97908;100484;"AGAP011517";"3L";26404313;26406508
"675";"AALB004029";"3R";21566121;21572762;-1;"AATE004297";"KI421896";3849898;3860097;"AGAP000492";"X";8688886;8694885
"676";"AALB003982";"3R";22260555;22272497;-1;"AATE016739";"KI421909";494939;496270;"AGAP010467";"3L";3969500;3970573
"677";"AALB007505";"3R";32481394;32485006;1;"AATE006345";"AXCP01008039";7752;11419;"AGAP004782";"2L";3469348;3473011
"678";"AALB010742";"3R";18436981;18438161;-1;"AATE013425";"KI421893";5924653;5926081;"AGAP010644";"3L";7936971;7938340
"679";"AALB009988";"3R";5995489;6006423;-1;"AATE000371";"KI421887";7073473;7096082;"AGAP011414";"3L";24018075;24029486
"680";"AALB009916";"3R";5005655;5006488;-1;"AATE017494";"KI421893";2223406;2231849;"AGAP011032";"3L";14761655;14762470
"681";"AALB010770";"3R";19223160;19224909;1;"AATE015990";"KI421899";1194659;1196325;"AGAP011130";"3L";17686066;17687629
"682";"AALB010271";"3R";10902285;10907213;-1;"AATE016310";"KI422053";2389;14443;"AGAP010706";"3L";8864119;8866119
"683";"AALB007020";"3R";25159995;25164220;-1;"AATE012273";"KI421903";2306315;2315667;"AGAP028154";"3L";8613811;8623385
"684";"AALB007569";"3R";28710623;28714531;1;"AATE003603";"KI421909";639577;643416;"AGAP010420";"3L";3012475;3016164
"685";"AALB003783";"3R";677931;680608;-1;"AATE003401";"KI421887";7574632;7577542;"AGAP012369";"3L";41142055;41144112
"686";"AALB007595";"3R";29151192;29152526;-1;"AATE013116";"KI421913";99761;102258;"AGAP028121";"3L";3306080;3308410
"687";"AALB007396";"3R";27344109;27346203;1;"AATE005411";"KI421902";118496;125392;"AGAP011315";"3L";20934873;20942050
"688";"AALB009833";"3R";3469557;3471307;1;"AATE018369";"KI421902";2204699;2206414;"AGAP010728";"3L";9009362;9010886
"689";"AALB003806";"3R";922887;926327;-1;"AATE004706";"KI421887";9831178;9837739;"AGAP012406";"3L";41755657;41759200
"690";"AALB010506";"3R";14989068;14996035;-1;"AATE021042";"KI421899";4705729;4711688;"AGAP012313";"3L";40124679;40147991
"691";"AALB009897";"3R";4309415;4310113;1;"AATE021689";"AXCP01008000";5780;6457;"AGAP011081";"3L";16321129;16321817
"692";"AALB010330";"3R";12066410;12072886;-1;"AATE014419";"KI421887";6649940;6659756;"AGAP011437";"3L";24686518;24712240
"693";"AALB007416";"3R";27134477;27140472;-1;"AATE010278";"KI421902";346108;356949;"AGAP011295";"3L";20650459;20654707
"694";"AALB007057";"3R";25999341;26000851;-1;"AATE018725";"KI421893";841335;843163;"AGAP011158";"3L";18109117;18110932
"695";"AALB010635";"3R";16880137;16895844;1;"AATE004933";"KI421901";1826517;1834048;"AGAP010857";"3L";12094775;12098504
"696";"AALB003952";"3R";22773495;22780921;1;"AATE018597";"KI421903";1514802;1524906;"AGAP011384";"3L";23006988;23200840
"697";"AALB004339";"3L";7626086;7627305;-1;"AATE005637";"KI421894";1620909;1623624;"AGAP005241";"2L";12714148;12715791
"698";"AALB004383";"3L";7982710;7986646;1;"AATE013144";"KI421894";3611650;3613229;"AGAP005295";"2L";13801354;13802660
"699";"AALB007293";"3L";246825;261322;-1;"AATE003326";"KI421894";3945727;3963345;"AGAP005082";"2L";9761099;9779657
"700";"AALB003212";"3L";2397998;2399827;1;"AATE019296";"KI421905";430383;432011;"AGAP005198";"2L";12189849;12191436
"701";"AALB004213";"3L";5369717;5370870;-1;"AATE001614";"KI421884";1660498;1664791;"AGAP005553";"2L";16983297;16994592
"702";"AALB004362";"3L";7840410;7848964;-1;"AATE012277";"KI421884";7741939;7748930;"AGAP005216";"2L";12409610;12418274
"703";"AALB003255";"3L";2798256;2800331;1;"AATE004783";"KI421884";1996382;1999554;"AGAP006264";"2L";28781554;28786006
"704";"AALB004288";"3L";6641129;6646264;-1;"AATE020025";"KI421884";5836541;5849869;"AGAP006017";"2L";24690401;24703431
"705";"AALB004125";"3L";4362228;4364000;-1;"AATE012077";"KI421886";6873413;6875136;"AGAP006676";"2L";36651932;36652837
"706";"AALB003281";"3L";3386873;3390441;-1;"AATE013816";"KI421884";2571310;2574891;"AGAP013248";"2L";29525422;29530487
"707";"AALB004212";"3L";5367925;5369137;1;"AATE006017";"KI421884";1664402;1666267;"AGAP005552";"2L";16977124;16983609
"708";"AALB004273";"3L";6540500;6541414;-1;"AATE017842";"KI421884";5944464;5945364;"AGAP005994";"2L";24580830;24581781
"709";"AALB007314";"3L";559665;567818;1;"AATE000016";"KI421886";4385373;4402807;"AGAP004943";"2L";6525703;6539076
"710";"AALB004372";"3L";7898159;7899400;1;"AATE018517";"KI421894";3710090;3711316;"AGAP005306";"2L";13918675;13919901
"711";"AALB004085";"3L";3460513;3461547;1;"AATE019956";"KI421926";147692;149493;"AGAP000951";"X";18328709;18330466
"712";"AALB004263";"3L";6497669;6505871;1;"AATE014627";"KI421891";5339411;5347587;"AGAP005884";"2L";23144468;23152286
"713";"AALB007350";"3L";1402628;1406629;1;"AATE002846";"KI421894";3781217;3791062;"AGAP005091";"2L";9898848;9941997
"714";"AALB004375";"3L";7931869;7937706;1;"AATE020567";"KI421894";3661206;3664825;"AGAP005300";"2L";13816597;13858982
"715";"AALB004350";"3L";7741789;7748556;1;"AATE001988";"KI421884";7650021;7658144;"AGAP005229";"2L";12548780;12558471
"716";"AALB004342";"3L";7632961;7639793;-1;"AATE019213";"KI421894";1612627;1616095;"AGAP005238";"2L";12704418;12707969
"717";"AALB004279";"3L";6595227;6601783;-1;"AATE000914";"KI421884";5884757;5890435;"AGAP006006";"2L";24635609;24636143
"718";"AALB003189";"3L";1481533;1483667;1;"AATE010340";"KI421891";6580949;6583415;"AGAP005163";"2L";10907702;10909701
"719";"AALB004382";"3L";7979638;7982604;-1;"AATE008484";"KI421894";3615045;3616702;"AGAP005297";"2L";13805536;13807199
"720";"AALB004131";"3L";4401870;4422115;-1;"AATE011221";"KI421886";6902176;6919845;"AGAP006669";"2L";36605130;36625269
"721";"AALB003197";"3L";1715456;1718024;-1;"AATE000194";"KI421891";6913521;6924109;"AGAP005170";"2L";11284393;11334901
"722";"AALB004220";"3L";5424481;5437939;1;"AATE002549";"KI421884";1582848;1599869;"AGAP005563";"2L";17069971;17082025
"723";"AALB003198";"3L";1746481;1748929;-1;"AATE001850";"KI421891";6954101;6963725;"AGAP005171";"2L";11337707;11346317
"724";"AALB004195";"3L";5240032;5243302;-1;"AATE006283";"KI421886";1105970;1110184;"AGAP005115";"2L";10234695;10238376
"725";"AALB004260";"3L";6488048;6489573;-1;"AATE019830";"KI421891";5329231;5331143;"AGAP005882";"2L";23132983;23134544
"726";"AALB003199";"3L";1758897;1764750;-1;"AATE015198";"KI421891";6965072;6991611;"AGAP005173";"2L";11368159;11374909
"727";"AALB004180";"3L";5081521;5082581;-1;"AATE021072";"KI421891";6077112;6079859;"AGAP005096";"2L";9978240;10024330
"728";"AALB007349";"3L";1384650;1386907;1;"AATE003827";"KI421894";3843522;3850320;"AGAP005088";"2L";9875257;9877489
"729";"AALB004100";"3L";3760455;3761342;-1;"AATE010422";"KI421884";2896708;2898618;"AGAP006344";"2L";29976298;29977639
"730";"AALB004400";"3L";8163383;8174922;-1;"AATE018053";"KI421894";3335841;3346299;"AGAP005275";"2L";13532519;13542252
"731";"AALB004343";"3L";7640371;7641859;1;"AATE000330";"KI421894";1606259;1608595;"AGAP005236";"2L";12692890;12697320
"732";"AALB003215";"3L";2421267;2426988;1;"AATE007415";"KI421905";462774;464003;"AGAP005206";"2L";12222491;12223348
"733";"AALB004264";"3L";6514777;6519576;1;"AATE005160";"KI421891";5348872;5361850;"AGAP005886";"2L";23164762;23171338
"734";"AALB004205";"3L";5342538;5343492;-1;"AATE015675";"KI421905";1205766;1207239;"AGAP007238";"2L";44505488;44506731
"735";"AALB004346";"3L";7671764;7674699;1;"AATE013150";"KI421894";1545987;1548971;"AGAP005233";"2L";12651084;12652962
"736";"AALB003282";"3L";3395651;3396496;-1;"AATE011428";"KI421884";2578364;2579295;"AGAP006283";"2L";29534322;29535616
"737";"AALB004115";"3L";4218263;4220983;-1;"AATE007460";"KI421884";3315696;3318873;"AGAP007128";"2L";43108548;43111590
"738";"AALB003248";"3L";2739229;2746133;-1;"AATE001980";"KI421884";1930321;1952235;"AGAP006260";"2L";28709029;28740710
"739";"AALB007310";"3L";449871;451792;-1;"AATE016016";"KI421886";4631468;4636089;"AGAP004938";"2L";6225383;6227729
"740";"AALB004186";"3L";5198948;5200109;1;"AATE017287";"KI421891";5961291;5962448;"AGAP005100";"2L";10116617;10117747
"741";"AALB004162";"3L";4927243;4931292;1;"AATE003162";"KI421886";6553006;6564274;"AGAP005716";"2L";19542880;19567580
"742";"AALB004223";"3L";5477465;5483925;-1;"AATE012841";"KI421884";1518807;1536041;"AGAP005564";"2L";17101402;17247167
"743";"AALB004311";"3L";7145197;7148852;-1;"AATE012710";"KI421894";2360511;2368280;"AGAP004845";"2L";4396212;4402689
"744";"AALB004301";"3L";7038472;7046192;1;"AATE010254";"KI421884";12791649;12798851;"AGAP007667";"2L";48878774;48886901
"745";"AALB003239";"3L";2654707;2655470;1;"AATE001236";"KI421884";7498105;7498640;"AGAP006253";"2L";28620618;28621149
"746";"AALB004109";"3L";4023451;4036736;-1;"AATE013496";"KI421884";3126536;3145100;"AGAP007133";"2L";43210644;43309832
"747";"AALB004230";"3L";5641960;5650254;-1;"AATE011515";"KI421884";1306940;1311347;"AGAP005575";"2L";17339766;17343861
"748";"AALB007342";"3L";1299241;1301077;1;"AATE000868";"KI421886";3368306;3370266;"AGAP005007";"2L";7816277;7818115
"749";"AALB003208";"3L";2378604;2380698;-1;"AATE019944";"KI421905";405731;408662;"AGAP005189";"2L";12149345;12152250
"750";"AALB007303";"3L";356702;365052;-1;"AATE006090";"KI421905";841255;847684;"AGAP005035";"2L";8651922;8659157
"751";"AALB007292";"3L";219304;224636;-1;"AATE006332";"KI421894";4009937;4019326;"AGAP005076";"2L";9657060;9693793
"752";"AALB004173";"3L";5015962;5016894;-1;"AATE013178";"KI421891";6143558;6145190;"AGAP005313";"2L";14016320;14018139
"753";"AALB004316";"3L";7166133;7167158;-1;"AATE014683";"KI421894";2338140;2339313;"AGAP004840";"2L";4377409;4378620
"754";"AALB007291";"3L";192799;198298;-1;"AATE002135";"KI421894";3979269;3999909;"AGAP005079";"2L";9735321;9746596
"755";"AALB003240";"3L";2657748;2674837;-1;"AATE008953";"KI421884";7499903;7517051;"AGAP006254";"2L";28624363;28643664
"756";"AALB003206";"3L";2319250;2320639;1;"AATE003466";"KI421905";337319;338691;"AGAP005185";"2L";12046833;12048186
"757";"AALB004190";"3L";5217689;5218186;-1;"AATE016460";"KI421891";5941104;5941887;"AGAP005109";"2L";10202690;10203577
"758";"AALB003191";"3L";1606368;1612696;-1;"AATE011622";"KI421891";6719976;6745811;"AGAP005164";"2L";11054076;11119385
"759";"AALB004283";"3L";6615290;6615839;-1;"AATE013846";"KI421884";5868138;5875209;"AGAP006012";"2L";24654152;24654694
"760";"AALB004369";"3L";7888312;7890013;-1;"AATE019882";"KI421894";3718214;3720714;"AGAP005210";"2L";12357077;12358920
"761";"AALB004312";"3L";7150035;7165524;1;"AATE008558";"KI421894";2342041;2351303;"AGAP004841";"2L";4382188;4388241
"762";"AALB004208";"3L";5354116;5356845;-1;"AATE010118";"KI421905";1215593;1222608;"AGAP007243";"2L";44515927;44517239
"763";"AALB004306";"3L";7073840;7080806;-1;"AATE004704";"KI421891";4131425;4135048;"AGAP005404";"2L";15147019;15150154
"764";"AALB007289";"3L";185054;185672;-1;"AATE009177";"KI421894";3976785;3977782;"AGAP005081";"2L";9758828;9759668
"765";"AALB004322";"3L";7261590;7269864;1;"AATE012512";"KI421894";2191812;2204288;"AGAP005254";"2L";13228382;13232098
"766";"AALB004231";"3L";5679154;5680242;1;"AATE009598";"KI421891";4558896;4568106;"AGAP006999";"2L";40586110;40586773
"767";"AALB004290";"3L";6664302;6666903;-1;"AATE010112";"KI421884";5828942;5833070;"AGAP006018";"2L";24713099;24845318
"768";"AALB003279";"3L";3359091;3365013;1;"AATE005695";"KI421884";2546555;2569232;"AGAP006282";"2L";29463433;29523027
"769";"AALB004340";"3L";7629683;7630976;-1;"AATE008600";"KI421894";1617984;1620013;"AGAP005240";"2L";12710806;12712852
"770";"AALB004090";"3L";3584034;3586479;1;"AATE018473";"KI421884";2737077;2742855;"AGAP006328";"2L";29747604;29774523
"771";"AALB003214";"3L";2406214;2406543;1;"AATE018451";"KI421905";438866;439195;"AGAP005202";"2L";12198694;12199481
"772";"AALB015674";"3L";2643735;2644839;1;"AATE003053";"KI421884";7485596;7487073;"AGAP006247";"2L";28607828;28609169
"773";"AALB004121";"3L";4309333;4313618;1;"AATE009569";"KI421884";3424897;3430095;"AGAP005644";"2L";18171713;18174890
"774";"AALB004313";"3L";7152050;7155265;-1;"AATE017912";"KI421894";2351772;2355570;"AGAP004842";"2L";4387828;4392314
"775";"AALB007302";"3L";351943;356700;-1;"AATE003910";"KI421905";852467;855438;"AGAP005034";"2L";8644043;8648237
"776";"AALB007313";"3L";519477;529282;-1;"AATE014614";"KI421886";4531235;4548918;"AGAP004942";"2L";6377641;6425024
"777";"AALB007300";"3L";331849;332515;-1;"AATE018140";"KI421886";3595468;3597811;"AGAP004990";"2L";7585796;7587650
"778";"AALB004145";"3L";4597893;4610153;1;"AATE015306";"KI421886";8391739;8413125;"AGAP006366";"2L";30515922;30536880
"779";"AALB004106";"3L";3965774;3975303;1;"AATE000439";"KI421884";3074323;3100230;"AGAP007135";"2L";43341359;43368282
"780";"AALB009745";"3L";80805;85954;1;"AATE015564";"KI421900";15523;18212;"AGAP004746";"2L";3030691;3033267
"781";"AALB009744";"3L";12139;18495;-1;"AATE017109";"KI421922";374412;379422;"AGAP004693";"2L";1527686;1533479
"782";"AALB004270";"3L";6530824;6532978;-1;"AATE016733";"KI421884";5953542;5957639;"AGAP005992";"2L";24570245;24572409
"783";"AALB004250";"3L";6039757;6043955;-1;"AATE001561";"KI421891";4876463;4885743;"AGAP005870";"2L";22686596;22707992
"784";"AALB003211";"3L";2395597;2397453;-1;"AATE008013";"KI421905";428980;429438;"AGAP005197";"2L";12185669;12186929
"785";"AALB004305";"3L";7052313;7055283;-1;"AATE017507";"KI421884";12769388;12782632;"AGAP007672";"2L";48893677;48897751
"786";"AALB004387";"3L";8028116;8035555;-1;"AATE014879";"KI421894";3516711;3531706;"AGAP005291";"2L";13737172;13746833
"787";"AALB004188";"3L";5207779;5209312;-1;"AATE011774";"KI421891";5948455;5953743;"AGAP005102";"2L";10126240;10127958
"788";"AALB003209";"3L";2381358;2384779;1;"AATE017461";"KI421905";412241;415734;"AGAP005192";"2L";12157623;12159427
"789";"AALB015449";"3L";5074686;5077411;1;"AATE005319";"KI421891";6083927;6086736;"AGAP005095";"2L";9969229;9971786
"790";"AALB004170";"3L";5000976;5003874;1;"AATE021168";"KI421891";6157708;6160641;"AGAP005321";"2L";14035639;14038119
"791";"AALB004233";"3L";5681316;5684002;1;"AATE005768";"KI421891";4569909;4571693;"AGAP007001";"2L";40589335;40590987
"792";"AALB004146";"3L";4611717;4612214;-1;"AATE009793";"KI421886";8413721;8414215;"AGAP006365";"2L";30512517;30513344
"793";"AALB004327";"3L";7337782;7338311;-1;"AATE016362";"KI421894";2098938;2099472;"AGAP005248";"2L";13100886;13118081
"794";"AALB014654";"3L";380291;384247;1;"AATE018395";"KI421905";800702;805052;"AGAP005039";"2L";8704441;8707908
"795";"AALB007345";"3L";1325603;1333039;1;"AATE019848";"KI421886";3398365;3399034;"AGAP005002";"2L";7769154;7775159
"796";"AALB003254";"3L";2786815;2789710;-1;"AATE016906";"KI421884";1981999;1987334;"AGAP006263";"2L";28771405;28774168
"797";"AALB007318";"3L";640012;641430;-1;"AATE012073";"KI421886";4264335;4267152;"AGAP004948";"2L";6693033;6694970
"798";"AALB004169";"3L";4996767;4999118;-1;"AATE001550";"KI421891";6162871;6171454;"AGAP005322";"2L";14042147;14044920
"799";"AALB004225";"3L";5624366;5628917;-1;"AATE007294";"KI421884";1351692;1356825;"AGAP005565";"2L";17302743;17304872
"800";"AALB004130";"3L";4395183;4397003;-1;"AATE020720";"KI421886";6898632;6901442;"AGAP006670";"2L";36631439;36633347
"801";"AALB003230";"3L";2630458;2630899;1;"AATE020212";"KI421884";7471778;7472698;"AGAP006242";"2L";28587919;28588453
"802";"AALB003258";"3L";2813714;2816188;-1;"AATE013297";"KI421884";2012800;2015341;"AGAP006267";"2L";28801513;28804781
"803";"AALB007298";"3L";324503;325828;-1;"AATE012592";"KI421886";3591777;3593296;"AGAP004992";"2L";7589632;7591130
"804";"AALB007299";"3L";329902;330880;1;"AATE012992";"KI421886";3594574;3596094;"AGAP004991";"2L";7587832;7588801
"805";"AALB004251";"3L";6059190;6061938;-1;"AATE000803";"KI421891";4905768;4912978;"AGAP005872";"2L";22713695;22715763
"806";"AALB004246";"3L";5995321;5998317;-1;"AATE006867";"KI421891";4834953;4838128;"AGAP005863";"2L";22645345;22648522
"807";"AALB004370";"3L";7890458;7893690;1;"AATE003462";"KI421894";3715521;3718273;"AGAP005209";"2L";12353162;12356183
"808";"AALB004134";"3L";4548604;4550132;1;"AATE005457";"KI421886";7096874;7097806;"AGAP006666";"2L";36460340;36461765
"809";"AALB004393";"3L";8092383;8110597;-1;"AATE020656";"KI421894";3424813;3450605;"AGAP005285";"2L";13637835;13658562
"810";"AALB004218";"3L";5406929;5408599;-1;"AATE004274";"KI421884";1619693;1621659;"AGAP005560";"2L";17034494;17036297
"811";"AALB004364";"3L";7849618;7851222;1;"AATE006324";"KI421884";7749216;7750796;"AGAP005215";"2L";12409311;12410723
"812";"AALB004138";"3L";4573168;4576151;-1;"AATE016035";"KI421886";7121853;7124227;"AGAP005933";"2L";23851561;23853600
"813";"AALB004081";"3L";3422738;3423711;-1;"AATE001884";"KI421884";2602392;2603374;"AGAP006321";"2L";29573241;29574367
"814";"AALB007335";"3L";1161408;1162805;-1;"AATE000074";"KI421886";3167923;3171183;"AGAP005010";"2L";7973481;8020949
"815";"AALB004275";"3L";6560540;6565587;-1;"AATE013971";"KI421884";5917813;5923854;"AGAP005995";"2L";24600858;24606154
"816";"AALB004401";"3L";8178346;8180422;1;"AATE017453";"KI421894";3332488;3335343;"AGAP005274";"2L";13526307;13530503
"817";"AALB004168";"3L";4982018;4988936;-1;"AATE007065";"KI421891";6175603;6183135;"AGAP005323";"2L";14057406;14073092
"818";"AALB004167";"3L";4960946;4961901;-1;"AATE006275";"KI421891";6204450;6207346;"AGAP005324";"2L";14075295;14100657
"819";"AALB004166";"3L";4943941;4957444;1;"AATE018457";"KI421886";6531826;6547370;"AGAP005719";"2L";19582843;19592997
"820";"AALB007328";"3L";963621;965063;1;"AATE001140";"KI421886";2882842;2884300;"AGAP005018";"2L";8327297;8328653
"821";"AALB004367";"3L";7883745;7885943;-1;"AATE013500";"KI421894";3722961;3725964;"AGAP005212";"2L";12361038;12363586
"822";"AALB003265";"3L";2950590;2954534;-1;"AATE009056";"KI421884";2143537;2147439;"AGAP006271";"2L";28964413;28983730
"823";"AALB004402";"3L";8181571;8195470;-1;"AATE004942";"KI421894";3726771;3737178;"AGAP005273";"2L";13513706;13520289
"824";"AALB004349";"3L";7722326;7723931;1;"AATE003723";"KI421884";7607073;7627483;"AGAP005230";"2L";12596948;12598564
"825";"AALB004259";"3L";6479509;6486653;-1;"AATE014357";"KI421891";5319024;5327852;"AGAP005881";"2L";23123719;23131205
"826";"AALB007297";"3L";310246;322599;-1;"AATE018102";"KI421886";3569350;3585338;"AGAP004993";"2L";7592420;7608179
"827";"AALB004303";"3L";7047733;7048607;1;"AATE015452";"KI421884";12788300;12789224;"AGAP007669";"2L";48889064;48890087
"828";"AALB004194";"3L";5237299;5239841;-1;"AATE014291";"KI421886";1110369;1112943;"AGAP005113";"2L";10229604;10232219
"829";"AALB004285";"3L";6625586;6627064;1;"AATE004774";"KI421884";5859510;5860922;"AGAP006014";"2L";24665045;24666509
"830";"AALB004206";"3L";5343757;5346752;1;"AATE009774";"KI421905";1206822;1209678;"AGAP007239";"2L";44506991;44509042
"831";"AALB004228";"3L";5638001;5640022;-1;"AATE016824";"KI421884";1320548;1341052;"AGAP005568";"2L";17317911;17319877
"832";"AALB004178";"3L";5056204;5057112;-1;"AATE000833";"KI421891";6104789;6105728;"AGAP005310";"2L";13967698;13968811
"833";"AALB004282";"3L";6608762;6609335;1;"AATE000419";"KI421884";5875075;5875626;"AGAP006011";"2L";24648379;24648829
"834";"AALB009752";"3L";153029;156536;1;"AATE015078";"KI421886";2675455;2680128;"AGAP005032";"2L";8623634;8627796
"835";"AALB003247";"3L";2730616;2732944;-1;"AATE021707";"KI421884";7572292;7574861;"AGAP006258";"2L";28702474;28705612
"836";"AALB004210";"3L";5358963;5360791;-1;"AATE013193";"KI421884";1673937;1678054;"AGAP005550";"2L";16968562;16971024
"837";"AALB004093";"3L";3676609;3683986;1;"AATE015182";"KI421884";2825724;2834055;"AGAP006330";"2L";29780310;29903795
"838";"AALB007344";"3L";1312848;1316127;1;"AATE010283";"KI421886";3387642;3391370;"AGAP005003";"2L";7788960;7792161
"839";"AALB003257";"3L";2810484;2811659;1;"AATE018691";"KI421884";2000717;2012904;"AGAP006266";"2L";28797365;28841865
"840";"AALB004216";"3L";5403013;5404428;1;"AATE018952";"KI421884";1621833;1625126;"AGAP005558";"2L";17030571;17032220
"841";"AALB004253";"3L";6066250;6066939;1;"AATE005762";"KI421891";4913264;4913909;"AGAP005873";"2L";22716169;22716812
"842";"AALB004353";"3L";7757543;7761854;-1;"AATE016533";"KI421884";7664346;7668125;"AGAP005227";"2L";12535623;12538161
"843";"AALB004113";"3L";4201002;4212419;1;"AATE001634";"KI421884";3297118;3307748;"AGAP007130";"2L";43126229;43130984
"844";"AALB004211";"3L";5361129;5364286;1;"AATE008334";"KI421884";1670071;1673457;"AGAP005551";"2L";16972792;16975845
"845";"AALB004161";"3L";4904852;4912152;1;"AATE021116";"KI421886";6577374;6600817;"AGAP005715";"2L";19503076;19537280
"846";"AALB004150";"3L";4655642;4669091;1;"AATE015383";"KI421886";6819508;6834111;"AGAP005710";"2L";19213769;19255034
"847";"AALB007341";"3L";1297106;1298330;1;"AATE019375";"KI421886";3339606;3367810;"AGAP005008";"2L";7820730;7916840
"848";"AALB004185";"3L";5193517;5196127;1;"AATE016011";"KI421891";5964420;5967081;"AGAP005099";"2L";10087962;10113493
"849";"AALB003270";"3L";3057606;3059822;-1;"AATE014764";"KI421884";2237746;2255514;"AGAP006274";"2L";29080921;29116487
"850";"AALB004141";"3L";4580259;4581182;-1;"AATE008891";"KI421886";7127869;7131017;"AGAP005936";"2L";23858167;23859407
"851";"AALB004219";"3L";5408805;5410279;1;"AATE005704";"KI421884";1617879;1619579;"AGAP005561";"2L";17045942;17047716
"852";"AALB004338";"3L";7615423;7624342;-1;"AATE021139";"KI421894";1623856;1637332;"AGAP005242";"2L";12721454;12727400
"853";"AALB003244";"3L";2703143;2705250;-1;"AATE013939";"KI421884";7541790;7544071;"AGAP028399";"2L";28667700;28670646
"854";"AALB007288";"3L";178531;183392;1;"AATE014126";"KI421894";4048775;4057565;"AGAP005075";"2L";9642985;9651954
"855";"AALB004249";"3L";6028403;6034278;1;"AATE001378";"KI421891";4865370;4875584;"AGAP005869";"2L";22677296;22684106
"856";"AALB004104";"3L";3828433;3835431;-1;"AATE001640";"KI421884";2949011;2957243;"AGAP007137";"2L";43520167;43549578
